Brand;Year;Model;Car/Suv;Title;UsedOrNew;Transmission;Engine;DriveType;FuelType;FuelConsumption;Kilometres;ColourExtInt;Location;CylindersinEngine;BodyType;Doors;Seats;Price
Mercedes-Benz;2018;C43;Coupe;2018 Mercedes-Benz C43;USED;Automatic;6 cyl, 3 L;AWD;Premium;8.2 L / 100 km;49254;White / Black Amg Leather;Warwick Farm, NSW;6 cyl;Coupe; 2 Doors; 4 Seats;85880
Hyundai;2015;Veloster;Hatchback;2015 Hyundai Veloster +;USED;Automatic;4 cyl, 1.6 L;Front;Unleaded;6.4 L / 100 km;39500;White / Black;Arncliffe, NSW;4 cyl;Hatchback; 3 Doors; 4 Seats;20990
Hyundai;2018;Sonata;Sedan;2018 Hyundai Sonata Active;USED;Automatic;4 cyl, 2.4 L;Front;Unleaded;8.3 L / 100 km;85437;White / -;Seven Hills, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;21990
LDV;2019;T60;Ute / Tray;2019 LDV T60 Luxe (4X4);USED;Automatic;4 cyl, 2.8 L;4WD;Diesel;9.6 L / 100 km;73203;White / -;Cabramatta, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;27990
Mercedes-Benz;2018;A250;Hatchback;2018 Mercedes-Benz A250 4Matic AMG Line;USED;Automatic;4 cyl, 2 L;AWD;Unleaded;6.6 L / 100 km;75640;Red / Leather;Liverpool, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;39990
Volkswagen;2010;Golf;Hatchback;2010 Volkswagen Golf 118 TSI Comfortline;USED;Automatic;4 cyl, 1.4 L;Front;Premium;6.5 L / 100 km;73262;White / -;Five Dock, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;10999
Volkswagen;2021;Tiguan;SUV;2021 Volkswagen Tiguan 162TSI R-Line;USED;Automatic;4 cyl, 2 L;AWD;Premium;8.5 L / 100 km;16239;Black / Black;Penrith, NSW;4 cyl;SUV; 4 Doors; 5 Seats;66888
Mazda;2013;Axela;USED Dealer ad;2013 Mazda Axela;USED;Automatic;-;Other;Premium;-;104000;Red / -;Braeside, VIC;-;;;;19888
Mitsubishi;2017;Lancer;Sedan;2017 Mitsubishi Lancer ES Sport;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;133331;Blue / -;Minchinbury, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;17995
Hyundai;2017;Tucson;SUV;2017 Hyundai Tucson Active X (fwd);USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.9 L / 100 km;82863;Silver / -;Seven Hills, NSW;4 cyl;SUV; 4 Doors; 5 Seats;23990
Alfa;2015;Romeo;Hatchback;2015 Alfa Romeo Giulietta Quadrifoglio Verde;USED;Automatic;4 cyl, 1.7 L;Front;Premium;7 L / 100 km;52269;Red / Black;Chatswood, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;22880
Mercedes-Benz;2012;B180;Hatchback;2012 Mercedes-Benz B180;USED;Automatic;4 cyl, 1.7 L;Front;Premium;7.6 L / 100 km;194010;Red / Grey;Leichhardt, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;9999
Mercedes-Benz;2020;C43;Wagon;2020 Mercedes-Benz C43;USED;Automatic;6 cyl, 3 L;AWD;Premium;9.6 L / 100 km;17000;Grey / -;Sydney, NSW;6 cyl;Wagon; 4 Doors; 5 Seats;99900
BMW;2017;320D;Sedan;2017 BMW 320D Luxury Line;USED;Automatic;4 cyl, 2 L;Rear;Diesel;4.4 L / 100 km;95522;Silver / Black;Burwood, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;29800
Holden;2009;Statesman;Sedan;2009 Holden Statesman V6;USED;Automatic;6 cyl, 3.6 L;Rear;Unleaded;12.2 L / 100 km;228422;White / Grey;Archerfield, QLD;6 cyl;Sedan; 4 Doors; 5 Seats;13990
Mercedes-Benz;2019;C200;Coupe;2019 Mercedes-Benz C200;USED;Automatic;4 cyl, 2 L;Rear;Unleaded;7 L / 100 km;19187;White / Black;Artarmon, NSW;4 cyl;Coupe; 2 Doors; 4 Seats;61990
Nissan;2014;Altima;Sedan;2014 Nissan Altima ST;USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;7.5 L / 100 km;181450;Blue / Grey;Minchinbury, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;14880
Toyota;2007;Hilux;Ute / Tray;2007 Toyota Hilux SR (4X4);USED;Manual;4 cyl, 3 L;4WD;Diesel;8.5 L / 100 km;302602;Silver / -;Coopers Plains, QLD;4 cyl;Ute / Tray; 4 Doors; 5 Seats;18999
Hyundai;2017;I30;Hatchback;2017 Hyundai I30 Active;USED;Automatic;4 cyl, 1.6 L;Front;Diesel;4.7 L / 100 km;43542;White / -;Seven Hills, NSW;4 cyl;Hatchback; 4 Doors; 5 Seats;21000
Volvo;2015;XC60;SUV;2015 Volvo XC60 D5 R-Design;USED;Automatic;5 cyl, 2.4 L;AWD;Diesel;6.9 L / 100 km;93593;Black / -;Rozelle, NSW;5 cyl;SUV; 4 Doors; 5 Seats;28800
BMW;2016;X4;SUV;2016 BMW X4 Xdrive 35D;USED;Automatic;6 cyl, 3 L;AWD;Diesel;6 L / 100 km;79610;Black / -;Rozelle, NSW;6 cyl;SUV; 5 Doors; 5 Seats;39800
MG;2022;MG3;Hatchback;2022 MG MG3 Auto Excite (with Navigation);USED;Automatic;4 cyl, 1.5 L;Front;Premium;6.7 L / 100 km;683;White / Grey;Artarmon, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;20480
Subaru;2018;Outback;SUV;2018 Subaru Outback 2.5I Premium;USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;7.3 L / 100 km;136562;Silver / -;Granville, NSW;4 cyl;SUV; 4 Doors; 5 Seats;27950
Skoda;2017;Superb;Wagon;2017 Skoda Superb 162 TSI;USED;Automatic;4 cyl, 2 L;Front;Premium;6.4 L / 100 km;133096;Grey / Black;Bentleigh, VIC;4 cyl;Wagon; 4 Doors; 5 Seats;23990
Audi;2020;Q3;SUV;2020 Audi Q3 40 Tfsi Quattro S Line;USED;Automatic;4 cyl, 2 L;AWD;Premium;8.3 L / 100 km;22948;Black / Black;Zetland, NSW;4 cyl;SUV; 4 Doors; 5 Seats;66880
Subaru;2017;WRX;Sedan;2017 Subaru WRX STI Spec R;USED;Manual;4 cyl, 2.5 L;AWD;Premium;10.4 L / 100 km;52472;Black / Black;Homebush, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;51999
Hyundai;2016;Iload;Commercial;2016 Hyundai Iload 3S Liftback;USED;Automatic;4 cyl, 2.5 L;Rear;Diesel;8.8 L / 100 km;211119;Yellow / Grey  Cloth;Bankstown, NSW;4 cyl;Commercial; 4 Doors; 3 Seats;18990
BMW;2023;320I;Brighton BMW;2023 BMW 320I M Sport;DEMO;Automatic;4 cyl, 2 L;Rear;Premium;6.5 L / 100 km;1569;Black / Black Alcantara & Sensatec & Contrast Stitching;Bentleigh, VIC;4 cyl;Sedan; 4 Doors; 5 Seats;86980
Holden;2011;Barina;Hatchback;2011 Holden Barina;USED;Automatic;4 cyl, 1.6 L;Front;Unleaded;7.6 L / 100 km;179868;Grey / -;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;5995
Land;2016;Rover;SUV;2016 Land Rover Range Rover Sport 3.0 V6 SC HSE;USED;Automatic;6 cyl, 3 L;AWD;Premium;11.3 L / 100 km;117876;White / -;Rozelle, NSW;6 cyl;SUV; 4 Doors; 5 Seats;58800
Mini;2012;Cooper;Hatchback;2012 Mini Cooper S;USED;Automatic;4 cyl, 1.6 L;Front;Premium;6.7 L / 100 km;103483;Green / -;Five Dock, NSW;4 cyl;Hatchback; 2 Doors; 4 Seats;15999
Hyundai;2013;Veloster;Hatchback;2013 Hyundai Veloster +;USED;Automatic;4 cyl, 1.6 L;Front;Unleaded;6.4 L / 100 km;172961;Yellow / Black Leather;Minchinbury, NSW;4 cyl;Hatchback; 3 Doors; 4 Seats;15880
BMW;2023;320I;Brighton BMW;2023 BMW 320I M Sport;DEMO;Automatic;4 cyl, 2 L;Rear;Premium;6.5 L / 100 km;1598;Grey / Black Alcantara & Sensatec & Contrast Stitching;Bentleigh, VIC;4 cyl;Sedan; 4 Doors; 5 Seats;86990
Holden;2018;Colorado;Ute / Tray;2018 Holden Colorado LTZ (4X4);USED;Automatic;4 cyl, 2.8 L;4WD;Diesel;9.1 L / 100 km;81645;Black / Black;Liverpool, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;37888
Audi;2018;Q3;SUV;2018 Audi Q3 1.4 Tfsi (110KW);USED;Automatic;4 cyl, 1.4 L;Front;Premium;5.9 L / 100 km;51350;White / Black;Artarmon, NSW;4 cyl;SUV; 4 Doors; 5 Seats;39990
Hyundai;2019;Sonata;Sedan;2019 Hyundai Sonata Active;USED;Automatic;4 cyl, 2.4 L;Front;Unleaded;8.3 L / 100 km;137004;White / -;Penrith, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;21950
Nissan;2015;Serena;National Vehicles;2015 Nissan Serena Highway Star HYBRID;USED;Automatic;-;Other;Unleaded;-;124295;White / Black;Braeside, VIC;-;Wagon;;;23888
Toyota;2017;Corolla;Hatchback;2017 Toyota Corolla Hybrid;USED;Automatic;4 cyl, 1.8 L;Front;Hybrid;4.1 L / 100 km;68900;Red / Black;Castle Hill, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;27990
Mazda;2017;BT-50;Ute / Tray;2017 Mazda BT-50 GT (4X4);USED;Automatic;5 cyl, 3.2 L;4WD;Diesel;9.2 L / 100 km;88540;White / Black;Ryde, NSW;5 cyl;Ute / Tray; 4 Doors; 5 Seats;39888
BMW;2013;X3;SUV;2013 BMW X3 Xdrive 20D;USED;Automatic;4 cyl, 2 L;4WD;Diesel;5.6 L / 100 km;175040;Blue / Leather;Elderslie, NSW;4 cyl;SUV; 4 Doors; 5 Seats;17999
Kia;2017;Stinger;Sedan;2017 Kia Stinger GT (black Leather);USED;Automatic;6 cyl, 3.3 L;Rear;Unleaded;10.2 L / 100 km;66586;White / Red;Chatswood, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;42880
Suzuki;2020;Alto;USED Dealer ad;2020 Suzuki Alto X;USED;Automatic;-;Other;Unleaded;-;63665;White / Grey;Braeside, VIC;-;;;;15888
Isuzu;2016;D-MAX;Hot Spot Autos Granville Commercial and 4x4;2016 Isuzu D-MAX SX Crew Cab;USED;Automatic;-;Other;Diesel;-;179062;- / -;Granville, NSW;-;Ute / Tray;;;32950
Toyota;2021;Corolla;Hatchback;2021 Toyota Corolla Ascent Sport + TR KIT;USED;Automatic;4 cyl, 2 L;Front;Unleaded;6 L / 100 km;34078;White / Black;Castle Hill, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;30990
Toyota;2017;C-HR;My Car Choice;2017 Toyota C-HR G (2WD) HYBRID;USED;Automatic;-;Other;Other;-;94656;Black / Black;Greenacre, NSW;-;Wagon;;;29999
Mazda;2016;CX-5;SUV;2016 Mazda CX-5 Maxx Sport (4X2);USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.4 L / 100 km;52723;White / Black;Mornington, VIC;4 cyl;SUV; 4 Doors; 5 Seats;26990
Mazda;2005;3;Hatchback;2005 Mazda 3 Maxx Sport;USED;Manual;4 cyl, 2 L;Front;Unleaded;8.6 L / 100 km;333632;Red / Grey;Wentworthville, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;2995
Jeep;2011;Grand;Kingz Motors;2011 Jeep Grand Cherokee Laredo;USED;Automatic;-;Other;Premium;-;149108;White / -;Minchinbury, NSW;-;Wagon;;;16990
Audi;2018;Q7;SUV;2018 Audi Q7 3.0 TDI Quattro (160KW);USED;Automatic;6 cyl, 3 L;AWD;Diesel;5.9 L / 100 km;102671;Silver / -;Kirrawee, NSW;6 cyl;SUV; 4 Doors; 7 Seats;44900
Audi;2021;A1;Hatchback;2021 Audi A1 30 Tfsi S Tronic;USED;Automatic;3 cyl, 1 L;Front;Premium;5.4 L / 100 km;22856;Red / -;Ryde, NSW;3 cyl;Hatchback; 5 Doors; 5 Seats;32480
Hyundai;2012;IX35;SUV;2012 Hyundai IX35 Active (fwd);USED;Manual;4 cyl, 2 L;Front;Unleaded;8.5 L / 100 km;181595;Silver / -;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;9800
Lexus;2012;LS460;Sedan;2012 Lexus LS460 Sport;USED;Automatic;8 cyl, 4.6 L;Rear;Premium;11.1 L / 100 km;130985;White / Black;Braeside, VIC;8 cyl;Sedan; 4 Doors; 5 Seats;39888
Volkswagen;2023;T-ROC;NEW In stock;2023 Volkswagen T-ROC R DSG 4MOTION;NEW;Automatic;-;Other;Premium;-;15;Black / Black;Blacktown, NSW;-;Wagon;;;66250
Fiat;2015;500;Hatchback;2015 Fiat 500 POP;USED;Automatic;4 cyl, 1.2 L;Front;Premium;5.1 L / 100 km;49060;Red / Black;Bentleigh, VIC;4 cyl;Hatchback; 3 Doors; 4 Seats;14990
Toyota;2006;Estima;The Auto House;2006 Toyota Estima Aeras;USED;Automatic;-;Other;Unleaded;-;93615;Black / Grey;Mount Druitt, NSW;-;Wagon;;;16990
Toyota;2021;RAV4;SUV;2021 Toyota RAV4 GXL (awd) Hybrid;USED;Automatic;4 cyl, 2.5 L;AWD;Hybrid;4.8 L / 100 km;28438;White / -;Arncliffe, NSW;4 cyl;SUV; 5 Doors; 5 Seats;52990
Subaru;2015;WRX;Sedan;2015 Subaru WRX STI Premium;USED;Manual;4 cyl, 2.5 L;AWD;Premium;10.4 L / 100 km;75222;Red / Grey;Brookvale, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;41880
Hyundai;2016;Accent;Hatchback;2016 Hyundai Accent Active;USED;Automatic;4 cyl, 1.4 L;Front;Unleaded;6.2 L / 100 km;64136;White / Black;Richmond, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;17990
Toyota;2009;Aurion;Sedan;2009 Toyota Aurion AT-X;USED;Automatic;6 cyl, 3.5 L;Front;Unleaded;9.9 L / 100 km;116598;Black / Grey;Croydon, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;13990
Nissan;2019;Qashqai;SUV;2019 Nissan Qashqai TI;USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.9 L / 100 km;73104;Black / Leather;Granville, NSW;4 cyl;SUV; 4 Doors; 5 Seats;29990
Holden;2009;Cruze;Sedan;2009 Holden Cruze CDX;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;7.5 L / 100 km;135001;Blue / -;Morayfield, QLD;4 cyl;Sedan; 4 Doors; 5 Seats;9990
LDV;2018;G10;Commercial;2018 LDV G10;USED;Automatic;4 cyl, 1.9 L;Rear;Diesel;8.6 L / 100 km;134033;White / -;Camden, NSW;4 cyl;Commercial; 4 Doors; 2 Seats;21995
Holden;2008;Astra;Hatchback;2008 Holden Astra CD;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;8.2 L / 100 km;100996;Silver / Grey;Croydon, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;7990
Ford;2015;Ranger;Ute / Tray;2015 Ford Ranger XL 3.2 (4X4);USED;Automatic;5 cyl, 3.2 L;4WD;Diesel;8.8 L / 100 km;228294;White / -;Morayfield, QLD;5 cyl;Ute / Tray; 4 Doors; 5 Seats;28990
Toyota;2019;Hilux;Ute / Tray;2019 Toyota Hilux SR5 (4X4);USED;Automatic;4 cyl, 2.8 L;4WD;Diesel;8.5 L / 100 km;131000;Grey / -;Granville, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;47999
Toyota;2006;Estima;Nippon Motors;2006 Toyota Estima Hybrid;USED;Automatic;-;Other;Unleaded;-;157930;Silver / Beige;Ingleburn, NSW;-;Commercial;;;15900
Mercedes-Benz;2016;C200;Wagon;2016 Mercedes-Benz C200 D;USED;Automatic;4 cyl, 1.6 L;Rear;Diesel;4.7 L / 100 km;77323;Grey / Black;Rydalmere, NSW;4 cyl;Wagon; 4 Doors; 5 Seats;37950
Mitsubishi;2016;Triton;Ute / Tray;2016 Mitsubishi Triton GLX;USED;Manual;4 cyl, 2.4 L;Rear;Diesel;7.5 L / 100 km;96739;White / -;Warwick Farm, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;27990
Kia;2016;Cerato;Sedan;2016 Kia Cerato S;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.1 L / 100 km;140267;Grey / Grey;Castle Hill, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;15500
Holden;2011;Commodore;Sedan;2011 Holden Commodore SV6;USED;Automatic;6 cyl, 3.6 L;Rear;Unleaded;10.1 L / 100 km;144056;Green / -;Morayfield, QLD;6 cyl;Sedan; 4 Doors; 5 Seats;16990
Mitsubishi;2017;Triton;Ute / Tray;2017 Mitsubishi Triton GLX;USED;Automatic;4 cyl, 2.4 L;Rear;Diesel;7.3 L / 100 km;219047;White / -;Blacktown, NSW;4 cyl;Ute / Tray; 2 Doors; 2 Seats;18999
Audi;2017;A3;Hatchback;2017 Audi A3 2.0 Tfsi Quattro Sport;USED;Automatic;4 cyl, 2 L;AWD;Premium;6.2 L / 100 km;92657;Blue / Black;Artarmon, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;28800
Holden;2007;Rodeo;Ute / Tray;2007 Holden Rodeo LT;USED;Manual;6 cyl, 3.6 L;Rear;Unleaded;12.4 L / 100 km;236527;White / -;Morayfield, QLD;6 cyl;Ute / Tray; 4 Doors; 5 Seats;13990
Toyota;2012;Estima;Nippon Motors;2012 Toyota Estima Aeras;USED;Automatic;-;Front;Unleaded;-;120738;White / Beige;Ingleburn, NSW;-;Commercial;;;18900
Toyota;2005;Camry;Sedan;2005 Toyota Camry Altise;USED;Automatic;4 cyl, 2.4 L;Front;Unleaded;9.8 L / 100 km;208899;White / -;Punchbowl, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;5600
Hyundai;2019;I30;Hatchback;2019 Hyundai I30 Active;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;52043;Blue / Grey;Revesby, NSW;4 cyl;Hatchback; 4 Doors; 5 Seats;23990
Toyota;2021;Hilux;Ute / Tray;2021 Toyota Hilux SR (4X4);USED;Automatic;4 cyl, 2.8 L;4WD;Diesel;8 L / 100 km;41970;White / Black;Waitara, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;57888
Mitsubishi;2013;Outlander;SUV;2013 Mitsubishi Outlander ES (4X4);USED;Automatic;4 cyl, 2.4 L;AWD;Unleaded;7.5 L / 100 km;160511;White / Black;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;16880
Holden;2014;Cruze;Wagon;2014 Holden Cruze CD;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;7.4 L / 100 km;232847;White / Black;Minchinbury, NSW;4 cyl;Wagon; 4 Doors; 5 Seats;7995
Hyundai;2011;I40;Wagon;2011 Hyundai I40 Premium;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.7 L / 100 km;248874;Grey / -;Morayfield, QLD;4 cyl;Wagon; 4 Doors; 5 Seats;10990
Ford;2015;Mondeo;Wagon;2015 Ford Mondeo Ambiente;USED;Automatic;4 cyl, 2 L;Front;Unleaded;8.5 L / 100 km;84077;White / Black;Richmond, NSW;4 cyl;Wagon; 4 Doors; 5 Seats;18980
Holden;2018;Calais;Exclusive Autohaus;2018 Holden Calais V;USED;Automatic;-;Other;-;-;85037;Silver / Leather;Blacktown, NSW;-;Hatchback;;;32999
Hyundai;2019;I30;Hatchback;2019 Hyundai I30 Active;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;54781;Grey / Black;Revesby, NSW;4 cyl;Hatchback; 4 Doors; 5 Seats;23990
Suzuki;2005;Swift;Hatchback;2005 Suzuki Swift;USED;Automatic;4 cyl, 1.5 L;Front;Unleaded;7.5 L / 100 km;194526;Orange / -;Morayfield, QLD;4 cyl;Hatchback; 5 Doors; 5 Seats;9983
Mitsubishi;2017;Pajero;SUV;2017 Mitsubishi Pajero Exceed LWB (4X4);USED;Automatic;4 cyl, 3.2 L;4WD;Diesel;9 L / 100 km;159367;Silver / -;Liverpool, NSW;4 cyl;SUV; 4 Doors; 7 Seats;39990
Mitsubishi;2020;Eclipse;SUV;2020 Mitsubishi Eclipse Cross LS (2WD);USED;Automatic;4 cyl, 1.5 L;Front;Unleaded;7.3 L / 100 km;60411;Red / -;Blacktown, NSW;4 cyl;SUV; 4 Doors; 5 Seats;28777
Hyundai;2014;Veloster;Hatchback;2014 Hyundai Veloster SR Turbo;USED;Manual;4 cyl, 1.6 L;Front;Unleaded;6.4 L / 100 km;137640;Black / -;Blacktown, NSW;4 cyl;Hatchback; 3 Doors; 4 Seats;17888
Holden;2008;Statesman;Sedan;2008 Holden Statesman V6;USED;Automatic;6 cyl, 3.6 L;Rear;Unleaded;12.2 L / 100 km;120725;White / -;Morayfield, QLD;6 cyl;Sedan; 4 Doors; 5 Seats;13990
Kia;2020;RIO;Hatchback;2020 Kia RIO S;USED;Automatic;4 cyl, 1.4 L;Front;Unleaded;6.2 L / 100 km;41599;White / -;Moorebank, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;21990
Mitsubishi;2018;Triton;Ute / Tray;2018 Mitsubishi Triton GLX (4X4);USED;Automatic;4 cyl, 2.4 L;4WD;Diesel;7.6 L / 100 km;200513;White / -;Campbelltown, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;23990
Toyota;2002;Camry;Sedan;2002 Toyota Camry Sportivo;USED;Automatic;6 cyl, 3 L;Front;Unleaded;10.5 L / 100 km;212232;Yellow / -;Minchinbury, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;5995
BMW;2009;X5;SUV;2009 BMW X5 Xdrive 30I;USED;Automatic;6 cyl, 3 L;4WD;Premium;11.7 L / 100 km;173427;Brown / Black;Haberfield, NSW;6 cyl;SUV; 4 Doors; 5 Seats;14490
Toyota;2016;Yaris;Hatchback;2016 Toyota Yaris Ascent;USED;Automatic;4 cyl, 1.3 L;Front;Unleaded;6.3 L / 100 km;116052;White / -;Granville, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;16950
Toyota;2016;Hiace;Commercial;2016 Toyota Hiace LWB;USED;Automatic;4 cyl, 3 L;Rear;Diesel;8.7 L / 100 km;171237;White / Grey;Bells Creek, QLD;4 cyl;Commercial; 4 Doors; 2 Seats;32990
GWM;2023;ORA;Dominelli GWM;2023 GWM ORA Standard Range;DEMO;Automatic;0 L;Front;Electric;0 L / 100 km;15;Black / Black;Kirrawee, NSW;0 L;Hatchback; 5 Doors; 5 Seats;45550
Toyota;2022;Kluger;Lander Toyota Used Cars;2022 Toyota Kluger GXL eFour;USED;Automatic;-;Other;Premium;-;5;Grey / -;Blacktown, NSW;-;Wagon;;;79877
Toyota;2019;Camry;Sedan;2019 Toyota Camry Ascent;USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;7.8 L / 100 km;58807;White / Black;Revesby, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;29990
Ford;2012;Falcon;Sedan;2012 Ford Falcon G6E Ecoboost;USED;Automatic;4 cyl, 2 L;Rear;Unleaded;8.5 L / 100 km;248457;White / -;Penrith, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;12950
Ford;2017;Ranger;Ute / Tray;2017 Ford Ranger XL 3.2 (4X4);USED;Automatic;5 cyl, 3.2 L;4WD;Diesel;8.8 L / 100 km;190896;White / Grey;Enfield, SA;5 cyl;Ute / Tray; 4 Doors; 5 Seats;27990
Holden;2018;Commodore;Hatchback;2018 Holden Commodore RS;USED;Automatic;6 cyl, 3.6 L;AWD;Unleaded;8.9 L / 100 km;128056;Grey / -;Camden, NSW;6 cyl;Hatchback; 5 Doors; 5 Seats;21995
BMW;2014;X5;SUV;2014 BMW X5 Xdrive 25D;USED;Automatic;4 cyl, 2 L;AWD;Diesel;6 L / 100 km;172125;- / -;Cabramatta, NSW;4 cyl;SUV; 4 Doors; 5 Seats;29990
BMW;2015;225I;Hatchback;2015 BMW 225I Active Tourer Sport Line;USED;Automatic;4 cyl, 2 L;Front;Premium;6.1 L / 100 km;36705;Silver / -;Glebe, NSW;4 cyl;Hatchback; 4 Doors; 5 Seats;26950
Ford;2017;Ranger;Adelaide Vehicle Centre Commercial;2017 Ford Ranger XL;USED;Automatic;-;Other;Diesel;-;171059;White / Grey;Enfield, SA;-;Ute / Tray;;;29990
Porsche;2015;Macan;SUV;2015 Porsche Macan S;USED;Automatic;6 cyl, 3 L;AWD;Premium;8.7 L / 100 km;140572;White / -;Rozelle, NSW;6 cyl;SUV; 4 Doors; 5 Seats;49800
Mitsubishi;2012;Pajero;SUV;2012 Mitsubishi Pajero Exceed LWB (4X4);USED;Automatic;4 cyl, 3.2 L;4WD;Diesel;9 L / 100 km;259677;Black / Black Leather;Elderslie, NSW;4 cyl;SUV; 4 Doors; 7 Seats;22999
Volkswagen;2012;Polo;Hatchback;2012 Volkswagen Polo GTI;USED;Automatic;4 cyl, 1.4 L;Front;Premium;6.1 L / 100 km;101404;Red / Tartan;Croydon, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;15999
Toyota;2020;HiAce;Carbarn;2020 Toyota HiAce DX;USED;Automatic;-;Other;Diesel;-;38093;White / -;Lidcombe, NSW;-;Commercial;;;59500
Ford;2018;Everest;SUV;2018 Ford Everest Ambiente (rwd 5 Seat);USED;Automatic;5 cyl, 3.2 L;Rear;Diesel;8.4 L / 100 km;115150;White / Grey;Enfield, SA;5 cyl;SUV; 4 Doors; 5 Seats;34990
Mitsubishi;2022;Outlander;SUV;2022 Mitsubishi Outlander Exceed Tourer 7 Seat (awd);USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;8.1 L / 100 km;7565;Black / -;Ryde, NSW;4 cyl;SUV; 4 Doors; 7 Seats;58480
Toyota;2013;Estima;Nippon Motors;2013 Toyota Estima Aeras;USED;Automatic;-;Front;Unleaded;-;146861;White / Black;Ingleburn, NSW;-;Commercial;;;19900
Toyota;2015;Yaris;Hatchback;2015 Toyota Yaris Ascent;USED;Automatic;4 cyl, 1.3 L;Front;Unleaded;6.3 L / 100 km;215325;Silver / -;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;13995
Alfa;2014;Romeo;Hatchback;2014 Alfa Romeo Giulietta Distinctive;USED;Manual;4 cyl, 1.4 L;Front;Premium;5.8 L / 100 km;136311;Black / -;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;12995
Mazda;2018;BT-50;Ute / Tray;2018 Mazda BT-50 XTR (4X2);USED;Automatic;5 cyl, 3.2 L;Rear;Diesel;8.9 L / 100 km;85687;Black / Grey;Enfield, SA;5 cyl;Ute / Tray; 4 Doors; 5 Seats;33990
Mazda;2018;3;Sedan;2018 Mazda 3 NEO Sport (5YR);USED;Manual;4 cyl, 2 L;Front;Unleaded;5.8 L / 100 km;26001;Red / Black;Ryde, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;24990
Hyundai;2015;Veloster;Hatchback;2015 Hyundai Veloster;USED;Automatic;4 cyl, 1.6 L;Front;Unleaded;6.4 L / 100 km;49520;White / Black;Five Dock, NSW;4 cyl;Hatchback; 3 Doors; 4 Seats;21999
Toyota;2018;Hilux;Ute / Tray;2018 Toyota Hilux Workmate;USED;Automatic;4 cyl, 2.7 L;Rear;Unleaded;10.9 L / 100 km;120969;White / -;Granville, NSW;4 cyl;Ute / Tray; 2 Doors; 2 Seats;23999
